"swbj","jDeaths","jCases","NIKKEI","jCoronaVirus","jCoronaVirusNews","jCorona","jCoronaNews","jCovid","jCovidNews","jUnemployment","jUnemploymentNews","jEconomy","jEconomyNews","jGDP","jGDPNews","jStress","jDepression","jHealth","jSolitude","jInsomnia","jResidential","jWorkplace","jpm25","jtemperature","jWuhan","jAdultContent","jFB.CLI","jFB.ILI","jFB.MC","jFB.DC","jFB.HF","jlockdown"
31.756202407161,0,0,23333.9335938571,2.78571428571429,0,NA,2.78571428571429,0,0,43.2857142857143,48,64.7142857142857,44,26,28.7142857142857,61.1428571428571,78.5714285714286,84,74.1428571428571,82.1428571428571,NA,NA,NA,NA,2.71428571428571,67.8571428571429,NA,NA,NA,NA,NA,0
29.0991574634919,0,0,23269.3964844286,3,0,NA,3,0,0,47,56,69,47,27,28,62,83,87,74,88,NA,NA,33.1919642857143,NA,3,68,NA,NA,NA,NA,NA,0
30.9460109792719,0,0,23204.859375,3.21428571428571,0,NA,3.21428571428571,0,0,46.8571428571429,48,68.8571428571429,48.1428571428571,27.7142857142857,34.5714285714286,57.8571428571429,81.7142857142857,86.5714285714286,75.1428571428571,86.2857142857143,NA,NA,31.4910714285714,NA,3.28571428571429,67.7142857142857,NA,NA,NA,NA,NA,0
30.0859826666597,0,0,23575.720703,3.42857142857143,0,NA,3.42857142857143,0,0,46.7142857142857,40,68.7142857142857,49.2857142857143,28.4285714285714,41.1428571428571,53.7142857142857,80.4285714285714,86.1428571428571,76.2857142857143,84.5714285714286,NA,NA,31.8794642857143,NA,3.57142857142857,67.4285714285714,NA,NA,NA,NA,NA,0
30.913146949621,0,0,23204.759766,3.64285714285714,0,NA,3.64285714285714,0,0,46.5714285714286,32,68.5714285714286,50.4285714285714,29.1428571428571,47.7142857142857,49.5714285714286,79.1428571428571,85.7142857142857,77.4285714285714,82.8571428571429,NA,NA,33.2366071428571,8.01741071428571,3.85714285714286,67.1428571428571,NA,NA,NA,NA,NA,0
32.5283121519,0,0,23739.869141,3.85714285714286,0,NA,3.85714285714286,0,0,46.4285714285714,24,68.4285714285714,51.5714285714286,29.8571428571429,54.2857142857143,45.4285714285714,77.8571428571429,85.2857142857143,78.5714285714286,81.1428571428571,NA,NA,33.1383928571429,8.290625,4.14285714285714,66.8571428571429,NA,NA,NA,NA,NA,0
31.9113642334836,0,0,23850.570313,4.07142857142857,0,NA,4.07142857142857,0,0,46.2857142857143,16,68.2857142857143,52.7142857142857,30.5714285714286,60.8571428571429,41.2857142857143,76.5714285714286,84.8571428571429,79.7142857142857,79.4285714285714,NA,NA,31.4464285714286,8.221875,4.42857142857143,66.5714285714286,NA,NA,NA,NA,NA,0
31.7843990210512,0,0,23894.22021525,4.28571428571429,0,NA,4.28571428571429,0,0,46.1428571428571,8,68.1428571428571,53.8571428571429,31.2857142857143,67.4285714285714,37.1428571428571,75.2857142857143,84.4285714285714,80.8571428571429,77.7142857142857,NA,NA,30.8705357142857,8.19375,4.71428571428571,66.2857142857143,NA,NA,NA,NA,NA,0
32.5346558162148,0,0,23937.8701175,4.5,0,1,4.5,0,0,46,0,68,55,32,74,33,74,84,82,76,NA,NA,33.3526785714286,8.37008928571429,5,66,NA,NA,NA,NA,NA,0
30.5066601977576,0,0,23981.52001975,4.71428571428571,2.85714285714286,1.28571428571429,4.71428571428571,0,0,46.8571428571429,0,69.1428571428571,55.7142857142857,31.8571428571429,69.1428571428571,35,76.4285714285714,84.2857142857143,80.1428571428571,75.4285714285714,NA,NA,34.2857142857143,8.26339285714286,10.2857142857143,66.2857142857143,NA,NA,NA,NA,NA,0
31.1398249276345,0,0.142857142857143,24025.169922,4.92857142857143,5.71428571428571,1.57142857142857,4.92857142857143,0,0,47.7142857142857,0,70.2857142857143,56.4285714285714,31.7142857142857,64.2857142857143,37,78.8571428571429,84.5714285714286,78.2857142857143,74.8571428571429,NA,NA,34.8303571428571,8.00625,15.5714285714286,66.5714285714286,NA,NA,NA,NA,NA,0
28.7043144167673,0,0.142857142857143,23916.580078,5.14285714285714,8.57142857142857,1.85714285714286,5.14285714285714,0,0,48.5714285714286,0,71.4285714285714,57.1428571428571,31.5714285714286,59.4285714285714,39,81.2857142857143,84.8571428571429,76.4285714285714,74.2857142857143,NA,NA,35.875,7.31428571428572,20.8571428571429,66.8571428571429,NA,NA,NA,NA,NA,0
29.5363819544852,0,0.142857142857143,23933.130859,5.35714285714286,11.4285714285714,2.14285714285714,5.35714285714286,0,0,49.4285714285714,0,72.5714285714286,57.8571428571429,31.4285714285714,54.5714285714286,41,83.7142857142857,85.1428571428571,74.5714285714286,73.7142857142857,NA,NA,36.8258928571429,6.7875,26.1428571428571,67.1428571428571,NA,NA,NA,NA,NA,0
29.8437434979363,0,0.142857142857143,24041.259766,5.57142857142857,14.2857142857143,2.42857142857143,5.57142857142857,0,0,50.2857142857143,0,73.7142857142857,58.5714285714286,31.2857142857143,49.7142857142857,43,86.1428571428571,85.4285714285714,72.7142857142857,73.1428571428571,NA,NA,37.4508928571429,6.61428571428572,31.4285714285714,67.4285714285714,NA,NA,NA,NA,NA,0
33.2770280342351,0,0.142857142857143,24055.3430993333,5.78571428571429,17.1428571428571,2.71428571428571,5.78571428571429,0,0,51.1428571428571,0,74.8571428571429,59.2857142857143,31.1428571428571,44.8571428571429,45,88.5714285714286,85.7142857142857,70.8571428571429,72.5714285714286,NA,NA,36.5178571428571,6.41517857142857,36.7142857142857,67.7142857142857,NA,NA,NA,NA,NA,0
34.1280809519434,0,0.142857142857143,24069.4264326667,6,20,3,6,0,0,52,0,76,60,31,40,47,91,86,69,72,NA,NA,35.0669642857143,6.32857142857143,42,68,NA,NA,NA,NA,NA,0
36.5723954353501,0,0.142857142857143,24083.509766,8.14285714285714,26.1428571428571,4.57142857142857,8.71428571428571,0,0,52,0,75.2857142857143,57.8571428571429,31.1428571428571,39.4285714285714,49,89.1428571428571,85.7142857142857,70.1428571428571,72,NA,NA,38.2991071428571,6.43169642857143,50.2857142857143,68.2857142857143,NA,NA,NA,NA,NA,0
36.7688479912427,0,0,23864.560547,10.2857142857143,32.2857142857143,6.14285714285714,11.4285714285714,0,0,52,0,74.5714285714286,55.7142857142857,31.2857142857143,38.8571428571429,51,87.2857142857143,85.4285714285714,71.2857142857143,72,NA,NA,39.0133928571429,6.44776785714286,58.5714285714286,68.5714285714286,NA,NA,NA,NA,NA,0
35.834038268552,0,0,24031.349609,12.4285714285714,38.4285714285714,7.71428571428571,14.1428571428571,0,0,52,0,73.8571428571429,53.5714285714286,31.4285714285714,38.2857142857143,53,85.4285714285714,85.1428571428571,72.4285714285714,72,NA,NA,41.1651785714286,6.62678571428572,66.8571428571429,68.8571428571429,NA,NA,NA,NA,NA,0
34.0460715062184,0,0,23795.439453,14.5714285714286,44.5714285714286,9.28571428571428,16.8571428571429,0,0,52,0,73.1428571428571,51.4285714285714,31.5714285714286,37.7142857142857,55,83.5714285714286,84.8571428571429,73.5714285714286,72,NA,NA,42.9107142857143,7.20758928571429,75.1428571428571,69.1428571428571,NA,NA,NA,NA,NA,0
34.531502083491,0,0.142857142857143,23827.179688,16.7142857142857,50.7142857142857,10.8571428571429,19.5714285714286,0,0,52,0,72.4285714285714,49.2857142857143,31.7142857142857,37.1428571428571,57,81.7142857142857,84.5714285714286,74.7142857142857,72,NA,NA,43.6428571428571,7.76741071428572,83.4285714285714,69.4285714285714,NA,NA,NA,NA,NA,0
30.4981243976767,0,0.285714285714286,23665.9563806667,18.8571428571429,56.8571428571429,12.4285714285714,22.2857142857143,0,0,52,0,71.7142857142857,47.1428571428571,31.8571428571429,36.5714285714286,59,79.8571428571429,84.2857142857143,75.8571428571429,72,NA,NA,44.2589285714286,8.07098214285715,91.7142857142857,69.7142857142857,NA,NA,NA,NA,NA,0
29.932950339447,0,0.428571428571429,23504.7330733333,21,63,14,25,0,0,52,0,71,45,32,36,61,78,84,77,72,NA,NA,43.2991071428571,8.18080357142857,100,70,NA,NA,NA,NA,NA,0
28.340423972233,0,0.428571428571429,23343.509766,20.5714285714286,64.4285714285714,13.2857142857143,24.7142857142857,0,0,51.8571428571429,3.57142857142857,70.1428571428571,44.7142857142857,31.7142857142857,36.7142857142857,58.1428571428571,78.2857142857143,83.8571428571429,76.4285714285714,71.5714285714286,NA,NA,38.3482142857143,8.13660714285714,91.1428571428571,70.2857142857143,NA,NA,NA,NA,NA,0
28.5456060861601,0,1,23215.710938,20.1428571428571,65.8571428571429,12.5714285714286,24.4285714285714,0,0,51.7142857142857,7.14285714285714,69.2857142857143,44.4285714285714,31.4285714285714,37.4285714285714,55.2857142857143,78.5714285714286,83.7142857142857,75.8571428571429,71.1428571428571,NA,NA,34.5669642857143,8.484375,82.2857142857143,70.5714285714286,NA,NA,NA,NA,NA,0
